c1(cc(ccc1)O)[C@H]([C@H](C)N)O;1.9420;5
c1ccc2c(c1)cc(cc2)C(CNC(C)C)O;1.9960;5
O=C(c1ccncc1)NN;2.4990;5
C1N(C(=O)CCBr)CCN(C1)C(=O)CCBr;1.6400;5
c1cc(C(=O)NNC(C)C)ccn1;2.6230;5
n1nnc2n1CCCCC2;4.4110;5
CCN(CC)N=O;2.7310;5
OC(=O)c1ccncc1;1.5420;5
S(C)c1c(cc(cc1C)OP(=S)(OC)OC)C;2.6420;5
S=P(Oc1cc(c(cc1)SC)C)(OC)OC;0.9910;5
C(=N)(NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(cc1)Cl)Nc1ccc(cc1)Cl;2.3880;5
O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-];1.9810;5
C1CCCCCN(C1)CCNC(=N)N;1.9710;5
O=P(OC(C)C)(OC(C)C)F;1.8180;5
ClC(Cl)(Cl)Cl;1.8580;5
S=P(Oc1ccc(cc1)[N+](=O)[O-])(OCC)OCC;1.6690;5
Cc1c(Cl)c(=O)oc2c1ccc(c2)OP(=S)(OCC)OCC;2.8440;5
O[C@@H]([C@@H](CO)NC(=O)C(Cl)Cl)c1ccc(cc1)[N+](=O)[O-];2.0090;5
C(O)(CO)CO;1.7640;5
C(=O)([C@H](CCC(=O)N)N)O;2.3700;5
C=CCN=C=S;2.2970;5
C(=O)(N)N;2.6900;5
CN(C)N;2.6260;5
C12C3=CCOC4C2C2[C@@]5(C(C1)N(C3)CC5)c1c(N2C(=O)C4)cccc1;1.8530;5
O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@@H]2N(CC3)C)ccc1O;3.2720;5
O=C1C(c2ccccc2)(c2ccccc2)NC(=O)N1;1.7700;5
O=C1C(C(=O)NC(=O)N1)(CCC(C)C)CC;1.4090;5
[C@]12(C(N(c3c1cc(cc3)OC(=O)NC)C)N(CC2)C)C;1.8730;5
NC(=O)OCC(C)(CCC)COC(=O)N;1.3830;5
[C@@]12(C(C3CCc4c(C3CC2)ccc(c4)O)CC[C@]1(C#C)O)C;2.5990;5
O=S(=O)(c1ccc(cc1)C(=O)O)N(CCC)CCC;2.4970;5
C1(CC2C(C1Cl)C1(C(C2(C(=C1Cl)Cl)Cl)(Cl)Cl)Cl)Cl;2.3750;5
[C@@]12(C(=CC(=O)CC2)CCC2C1CC[C@]1(C2CC[C@@H]1OC(=O)CC)C)C;2.4410;5
c1ccc(cc1)N1C(=O)C(C(=O)N1c1ccccc1)CCS(=O)c1ccccc1;1.8740;5
Cc1c2ccccc2c(c2c1c1c(cc2)cccc1)C;1.8420;5
O=c1c2c(ncn2C)n(c(=O)n1C)C;1.7080;5
O=c1n(c2ccccc2)n(c(c1N(C)C)C)C;1.8440;5
[C@@]12(C(=CC(=O)CC2)CCC2C1CC[C@]1(C2CC[C@@]1(O)C)C)C;3.1730;5
c1c(Cl)cc2c(c1)N=C(NC)C[N+](=C2c1ccccc1)[O-];1.6970;5
[As]1(c2c(Oc3c1cccc3)cccc2)O[As]1c2c(Oc3c1cccc3)cccc2;2.1270;5
c1ccc2c(c1)N(CCCN1CCN(CC1)C)c1c(S2)ccc(c1)Cl;1.9920;5
c1ccc2c(c1)N(CCCN1CCN(CC1)CCO)c1c(S2)ccc(c1)Cl;2.6730;5
c1ccc2c(c1)N(CCCN(C)C)c1c(S2)cccc1;2.2380;5
C(=O)(C(=C)CC)c1ccc(c(c1Cl)Cl)OCC(=O)O;2.1740;5
c1cc(C(c2ccccc2)OCCN(C)C)ccc1;1.9170;5
c1(OC)c(OC)cc2c(c1)c(Cc1ccc(c(c1)OC)OC)ncc2;2.4740;5
[C@@H]1([C@@H]([C@H]([C@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)Cl)Cl;1.2860;5
Oc1c(Cl)c(Cl)c(cc1Cl)Cl;1.1770;5
O=S1(=O)c2c(cc(c(c2)S(=O)(=O)N)Cl)NCN1;1.8820;5
Nc1c2c(nc(n1)N)ncc(n2)CN(c1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C;2.5480;5
[C@@H]1(n2c(=O)[nH]c(=O)c(c2)Br)O[C@@H]([C@H](C1)O)CO;1.9300;5
c1(ccccn1)N(CCN(C)C)Cc1ccc(cc1)Cl;1.3160;5
c1(cc(O)ccc1)[C@@H](O)CNC;1.6390;5
c1ccc(c(c1)OCC(O)CO)C;1.1320;5
c1ccc2c(c1)oc(=O)[nH]2;2.1390;5
Oc1cc(C)c(cc1)Cl;1.7390;5
c1(CNNC(=O)c2cc(on2)C)ccccc1;2.5200;5
O=NN1CCOCC1;2.6050;5
c1c(O)c(O)cc(c1)C[C@H](N)C(=O)O;1.3220;5
c1cccc(c1)OCC(C)N(CCCl)Cc1ccccc1;1.0120;5
C(OC(=O)CCC)(COC(=O)CCC)COC(=O)CCC;3.4510;5
CN(c1ccc(cc1)/N=N/c1ccccc1)C;1.3570;5
C(CS)O;1.3810;5
O(CC)CC;3.1490;5
CNN;1.8420;5
CC(=O)N;2.0010;5
[C@]12(C(=C3C(=O)c4c(O)cccc4[C@](C3CC2[C@@H](C(=C(C1=O)C(=O)N)O)N(C)C)(O)C)O)O;2.4540;5
[nH]1c(=S)n(cc1)C;1.6210;5
C12OC1C1CC2C2C1C1(C(C2(C(=C1Cl)Cl)Cl)(Cl)Cl)Cl;2.8550;5
Cn1n(c2ccccc2)c(=O)cc1C;2.2220;5
C(CN1c2c(Sc3c1cccc3)ccc(c2)OC)CN(C)C;2.9000;5
N12C(C(C1=O)NC(=O)Cc1ccccc1)SC(C2C(=O)O)(C)C;2.6860;5
N1CCN(C1=O)c1ncc(s1)N(=O)=O;3.3140;5
c1cccc(c1C(=O)O)Nc1cccc(c1C)C;2.9080;5
Nc1oc2c(n1)cc(cc2)Cl;1.5980;5
c1(nc[nH]n1)N;2.4130;5
OC(=O)c1ccc(cc1)[N+](=O)[O-];2.2030;5
CC(=O)Nc1ccc(cc1)OCC;1.9370;5
C(CC1CCSS1)CCC(=O)O;1.7280;5
Nc1ccccc1;2.2410;5
CC(=S)N;1.9400;5
NC(=S)N;1.1470;5
O=P(OC=C(Cl)Cl)(OC)OC;1.0920;5
CN(N=O)C;1.2000;5
O=C(Oc1c2c(ccc1)cccc2)NC;1.0750;5
S(=O)(=O)(c1ccc(cc1)N)N;1.5740;5
C1CC=C(CN1C)C(=O)OC;0.8530;5
CCO;1.5600;5
C(=O)(C)O;1.7380;5
NC(=O)OCC(C)(C(C)CC)COC(=O)N;4.4720;5
CCOS(=O)(=O)OCC;2.6910;5
O=S(=O)(c1ccc(cc1)C)NC(=O)NCCCC;3.8130;5
c1(C)c(O)c(CO)c(cn1)CO;2.2190;5
c1(O)ccccc1C(=O)N;1.3680;5
OC(=O)c1ccccc1;4.3730;5
CS(=O)(=O)OC;2.5080;5
c1(cccc2c1cccc2)C=O;2.5470;5
[C@@H]1(C[C@@H](C(=O)C(C1)[C@@H](CC1CC(=O)NC(=O)C1)O)C)C;2.7700;5
O=C1N(CC(=O)N1)/N=C/c1ccc(o1)[N+](=O)[O-];1.8590;5
c1(cc(c(c(c1)I)Oc1cc(c(c(c1)I)O)I)I)CC(=O)O;2.8160;5
O=C(O)CN(CC(=O)O)CCOCCOCCN(CC(=O)O)CC(=O)O;2.1550;5
C(=N\N1C(=O)OCC1)/c1oc(cc1)N(=O)=O;3.3150;5
o1c(ccc1C=O)CO;3.1740;5
OC(C)C;1.4310;5
CC(=O)C;1.8620;5
ClC(Cl)Cl;3.2110;5
CS(=O)C;3.0550;5
ClC(C(Cl)(Cl)Cl)(Cl)Cl;1.9210;5
[C@@]12(C(/C(=C/C=C/3\C(=C)CC[C@@H](C3)O)/CCC2)CCC1[C@@H](CCCC(C)C)C)C;3.8010;5
O=C(O)CS;2.1040;5
CN(C=O)C;3.4660;5
C1CCC(=C(C1(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C)C;2.3120;5
c1(ccc(cc1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl;1.6690;5
c1(Cl)ccc(cc1)C(c1ccccc1)N1CCN(CC1)CCOCCO;1.5710;5
[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)(CO)O;2.4260;5
c1ccc(c(c1)OC)OCC1OC(=O)NC1;2.0850;5
N=C(N(N=O)C)N[N+](=O)[O-];2.4750;5
Oc1c(cc(c(c1Cc1c(c(cc(c1Cl)Cl)Cl)O)Cl)Cl)Cl;1.8000;5
[C@H]1(C([C@H]1C=C(C)C)(C)C)C(=O)OCc1c(cc(cc1)C)C;2.6200;5
CC(=C[C@@H]1[C@H](C1(C)C)C(=O)OCc1c(cc2c(c1)OCO2)Cl)C;1.8420;5
c1cc(ccc1N)C(=O)CC;2.5660;5
OCCC;2.0340;5
CCCCO;2.5930;5
CCCCCO;2.4390;5
CC(Cl)(Cl)Cl;4.4140;5
O([C@H]1C[C@@H]([C@@H]([C@H](O1)C)O[C@@H]1O[C@@H]([C@H]([C@H](C1)O)O[C@H]1C[C@@H]([C@@H]([C@H](O1)C)O)O)C)O)[C@H]1CC[C@]2(C(C1)CCC1C2CC[C@]2([C@@]1(CC[C@@H]2C1=CC(=O)OC1)O)C)C;2.2480;5
ClC(=COP(=O)(OCC)OCC)Cl;2.7370;5
C12OC1C1CC2C2C1C1(C(C2(C(=C1Cl)Cl)Cl)(Cl)Cl)Cl;2.6580;5
ClC(C(c1ccc(cc1)OC)c1ccc(cc1)OC)(Cl)Cl;2.6330;5
c1ccc2c(c1)nc(n(c2=O)c1c(C)cccc1)C;2.3970;5
ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl;4.2080;5
ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl;1.5220;5
ClC(C(c1ccc(cc1)CC)c1ccc(cc1)CC)Cl;2.2420;5
n1c(ccc2c1c(c(cc2Cl)Cl)O)C;2.5620;5
O=C1[C@@H](S/C(=C/C(=O)OCC)/N1C)N1CCCCC1;4.2750;5
c12c([nH]cn1)ncnc2N;4.4920;5
CCOCc1c(N)nc(nc1)C;1.2540;5
C(=O)(O)c1ccc(cc1)Cl;1.8620;5
N(c1ccc(cc1)Nc1ccccc1)c1ccccc1;1.8430;5
OC[C@H](CC)NCCN[C@H](CO)CC;1.7600;5
CBr;1.8730;5
CI;1.6290;5
NC;1.7590;5
BrCBr;1.5060;5
ClCBr;2.1290;5
C=CCl;2.0390;5
NCC;1.6100;5
CC#N;1.7110;5
CC=O;1.7930;5
C(C)S;1.7960;5
ClCCl;1.6060;5
C(=O)N;2.2610;5
CSC;1.7400;5
C1CO1;1.8840;5
C(Br)(Br)Br;1.6340;5
ClC(Cl)Br;2.0640;5
C(C)(C)N;1.6510;5
ClC(=O)C;1.5680;5
IC(I)I;1.8990;5
N(C)(C)C;1.6240;5
C[N+](=O)[O-];1.7030;5
[SiH](C)(Cl)Cl;1.7280;5
CC1CN1;2.3580;5
CC1CO1;2.1660;5
C[As](=O)(C)O;1.2990;5
C(C)(C)(C)N;2.1730;5
CC(C)(S)C;1.1130;5
CS(=O)(=O)O;1.3180;5
C[Si](C)(C)Cl;1.7820;5
[Si](Cl)(Cl)(C)C;2.7080;5
[Si](Cl)(Cl)(Cl)C;2.2280;5
CC(CC)(O)C;4.7050;5
C(C)(C)(O)C#N;1.8910;5
C(F)(F)(F)CO;1.6980;5
C(C)(C)(C)OO;4.3710;5
[Si](Cl)(Cl)(Cl)C=C;4.1680;5
CC(=O)C(C)(C)C;3.3390;5
C([C@@H](C)O)(Cl)(Cl)Cl;4.3860;5
ClC(C(Cl)Cl)(Cl)Cl;1.5020;5
C(C(=O)Cl)(Cl)(Cl)Cl;2.4890;5
ClC([N+](=O)[O-])(Cl)Cl;4.5380;5
C(C(F)(Cl)Cl)(F)(F)Cl;2.1590;5
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O;2.1520;5
[C@]12(C(=O)[C@@H]([C@H](C2(C)C)CC1)Br)C;2.0840;5
C(C([C@H](C)O)(C)C)O;2.3580;5
C(F)(F)(OC)C(Cl)Cl;3.0460;5
C12(C(C(C(=C1Cl)Cl)(C1C2C(C=C1)Cl)Cl)(Cl)Cl)Cl;2.0920;5
[C@@]123c4c5O[C@H]2[C@H](C=CC1[C@@H](Cc4ccc5OC)N(CC3)C)O;1.8420;5
OC1C2C34c5c(O2)c(OCC)ccc5CC(C3C=C1)N(CC4)C;2.1320;5
C(C(C)C1(CC)C(=O)NC(=O)NC1=O)CC;2.1340;5
C(=O)(C(CC(C)N(C)C)(c1ccccc1)c1ccccc1)CC;1.8510;5
C1(=O)C(C(=O)C=CN1)(CC)CC;1.9880;5
[C@@]123C([C@@](C(=O)O1)(C)[C@H](C=C3)O)[C@@H]([C@]13C2CC[C@](C1)(C(=C)C3)O)C(=O)O;1.3740;5
[C@]123c4c(ccc(c4)O)C[C@H](C1CCCC3)N(CC2)C;1.6690;5
C1(=O)CCC(C(=O)N1)(c1ccccc1)CC;1.6040;5
c1ccccc1C1(C(=O)OCCOCCN(CC)CC)CCCC1;1.9300;5
ClC1(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl;2.4580;5
BrC(C(=O)NC(=O)N)(CC)CC;1.5430;5
C1(C)(CC)CC(=O)NC1=O;2.3740;5
CC1(C)NC(=O)NC1=O;1.8760;5
CCC(O)(C)CC;1.9510;5
S(=O)(=O)(C=C)C=C;2.3720;5
S(=O)(=O)(OC)OC;2.0060;5
O=S1(=O)CC=CC1;1.8040;5
P(=O)(OCC)(N(C)C)C#N;1.9700;5
CC1(c2ccccc2)C(O1)C(=O)OCC;1.6180;5
NC(CO)(CO)CO;1.7810;5
CC(=O)OC(C(=O)OCC)(CC(=O)OCC)CC(=O)OCC;2.1160;5
OC(CC(=O)O)(CC(=O)O)C(=O)O;2.7110;5
C(C(CO)(CC)CO)O;2.5610;5
O([Si](OCC)(OCC)CC)CC;1.8280;5
[Si](OCC)(OCC)(OCC)OCC;3.0680;5
C(CO[N+](=O)[O-])(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-];3.4290;5
O([Si](OCC(CC)CC)(OCC(CC)CC)OCC(CC)CC)CC(CC)CC;5.9920;5
C1CCCC(C1)(C#C)O;2.9360;5
P(=O)(Oc1c(cccc1)C)(Oc1c(cccc1)C)Oc1c(cccc1)C;2.5060;5
S=P(SC1C(SP(=S)(OCC)OCC)OCCO1)(OCC)OCC;2.5760;5
C[C@](OC(=O)/C=C/c1ccccc1)(CCC=C(C)C)C=C;2.2290;5
CCOP(=O)(CC)OCC;2.2520;5
O[C@](Cc1ccc(cc1)Cl)(c1ccc(cc1)OCCN(CC)CC)c1ccc(cc1)C;1.9610;5
O=P(OCC(CCCC)CC)(OCC(CCCC)CC)OCC(CCCC)CC;2.0030;5
C(C)(CCC)(COC(=O)N)COC(=O)NC(C)C;2.4740;5
P(=O)(SCCCC)(SCCCC)SCCCC;2.1250;5
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC;2.0150;5
S(C(C)C)CSP(=S)(OCC)OCC;1.5960;5
P(=O)(SCCN(CC)CC)(OCC)OCC;1.9880;5
P(=S)(SCc1nc(N)nc(n1)N)(OC)OC;1.8600;5
CC1(CC(=CC(=O)C1)C)C;1.0680;5
CCC(O)(C)C#CC(O)(C)CC;1.3230;5
OC(C=C)(CCC=C(C)C)C;2.8330;5
C([C@]1([C@@H](O1)CCC)CC)O;1.5880;5
C([C@@H](C)Br)Br;1.0080;5
NCC(C)C;1.4100;5
OCC(C)C;1.9710;5
CC(C)C=O;1.9840;5
ClC(C)CC;0.9380;5
CC(CCl)Cl;1.5820;5
C([C@H](C)Cl)O;1.7900;5
NCC(N)C;2.0200;5
CC(O)CC;1.3410;5
O=C(C=C)C;1.4910;5
CC(=O)CCl;1.3020;5
OC(C)CN;2.2110;5
CC(O)C#N;2.5840;5
CC(=O)C=O;2.7690;5
C(CC)(Cl)Cl;1.9570;5
ClC(CCl)Cl;1.5800;5
ClC(=CCl)Cl;2.1620;5
NC(=O)C=C;3.6600;5
O=C(O)CBr;3.5170;5
OC(=O)C=C;2.4540;5
OC(=O)CCl;2.9910;5
C(=O)(O)CO;1.6560;5
C(=O)(C)NC;1.8040;5
O=C(OO)C;1.6320;5
O(C(=O)Cl)C;1.3230;5
O=[N+](CC)[O-];1.2550;5
C(Br)(Br)C(Br)Br;0.8220;5
CC(C)C(=O)O;1.6170;5
C(=O)(C(=C)C)N;1.0510;5
CC(=C)C(=O)O;2.5770;5
O=C(N(C)C)Cl;1.3270;5
CC([N+](=O)[O-])C;1.7800;5
C(C(=O)C(F)(Cl)Cl)(F)(Cl)F;2.7180;5
[C@]12(C([C@@H](C(=C(C2=O)C(=O)N)O)N(C)C)[C@H](C2C(=C1O)C(=O)c1c([C@]2(O)C)cccc1O)O)O;2.4680;5
CC1(C(=C(CCC1)C)/C=C/C(=C/C=C/C(=C/COC(=O)CCCCCCCCCCCCCCC)/C)/C)C;2.2830;5
c1c(Cl)ccc(c1)C(O)(C)C(C)(C)O;2.5040;5
Clc1c(O)c(Cl)cc(c1)C(c1cc(Cl)c(c(c1)Cl)O)(C)C;3.1310;5
c1c(cccc1)S(=O)(=O)c1ccc(cc1)Cl;2.9200;5
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C;1.5580;5
C(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)(C)O;1.5490;5
O=S(=O)(c1ccc(cc1)N)c1ccc(cc1)N;2.8420;5
S(=O)(=O)(c1ccc(cc1)O)c1ccc(cc1)O;2.1290;5
c1c(ccc(c1)S(=O)(=O)N(C)N=O)C;1.2810;5
O(O)C(c1ccccc1)(C)C;1.8140;5
C1(CC=C(CC1)C)C(OC(=O)C)(C)C;1.8180;5
O=S(=O)(c1ccc(cc1)Cl)Oc1ccc(cc1)Cl;2.1590;5
CC(C)c1nnc(s1)NS(=O)(=O)c1ccc(cc1)N;2.9320;5
S(=O)(=O)(Nc1nnc(cc1)OC)c1ccc(cc1)N;2.4540;5
c1(ccccc1)S(=O)(=O)Oc1ccc(cc1)Cl;1.8530;5
O(S(=O)(=O)c1ccc(cc1)C)CCCl;3.2400;5
O(OC(c1ccccc1)(C)C)C(c1ccccc1)(C)C;3.0040;5
c1(ccc(cc1)C(C)(C)C)CC(C=O)C;0.9940;5
C12C(C(C2)CC=C1C)(C)C;1.0250;5
O=C(C(=C)C)OC;1.4750;5
O=C1N(C)CCN1C;2.6760;5
C1CC(=O)N(C(S1(=O)=O)c1ccc(cc1)Cl)C;4.4360;5
OS(=O)(=O)c1c2cccc(c2ccc1)S(=O)(=O)O;4.1630;5
C1C2C3C(C1C1C2O1)CC1C3O1;3.8600;5
[C@]12(C(C3C(CC1=O)[C@@]1(C(CC3=O)CC(=O)CC1)C)CCC2[C@@H](CCC(=O)O)C)C;4.6570;5
O=c1c2c(c3[nH]c4c([nH]c3cc2)c2c(cc4)c(=O)c3c(c2=O)cccc3)c(=O)c2c1cccc2;4.0600;5
c1ccc2c(c1)oc(=O)c(c2O)C(CC(=O)C)c1ccccc1;2.3750;5
O1C(=O)c2c3c(C1=O)cccc3ccc2;1.6720;5
COc1c2c(c(c3c1cco3)OC)oc(cc2=O)C;1.9760;5
O=S(=O)(c1c2c(ccc1)C(=O)c1c(C2=O)c(ccc1)S(=O)(=O)O)O;1.7400;5
COc1c2c(cc3c1cco3)oc(cc2=O)C;1.8390;5
C(=O)(c1c(cnc(c1O)C)CO)O;3.4570;5
C(=O)(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)O;3.4980;5
c1(c(c(=O)n(n1C)c1ccccc1)N)C;3.3340;5
c1ccc2c(c1)C(=O)C(C2=O)c1ccccc1;1.6290;5
C(=O)(C1C(=O)c2c(C1=O)cccc2)C(C)(C)C;3.3500;5
[nH]1cc(c2c1cccc2)C;2.2210;5
C1CC(C2(C1C1CCC3C(C1CC2O)(CCC(C3)O)C)C)C(CCC(=O)O)C;2.1690;5
[O-][N+](=O)c1c(c([N+](=O)[O-])c(c(c1)C(C)(C)C)OC)C;3.0550;5
c12c(c(=O)[nH]c(=O)n1C)n(cn2)C;2.2030;5
c12c(C(=O)C3C(O2)COc2c3cc(OC)c(c2)OC)ccc2c1C[C@@H](O2)C(=C)C;3.1500;5
c1ccc2c(c1)N(CCCN1CCC(CC1)C(=O)N)c1c(S2)ccc(c1)Cl;2.8330;5
c1cnc2c(c1)c1c(C(=O)C2=O)nccc1;2.5360;5
c1(ccccc1)c1c(cccc1)c1ccccc1;1.7000;5
O=C1c2c(C(=O)c3c1cccc3)ccc(c2)CC;2.9580;5
c1ccccc1OC(=O)c1ccccc1C(=O)Oc1ccccc1;3.4480;5
c1(c(C(=O)OCC(C)C)cccc1)C(=O)OCC(C)C;1.1210;5
c1ccc(c(c1)C(=O)OCCCC)C(=O)OCCCC;1.0740;5
O=C(OCCCCCC)c1c(cccc1)C(=O)OCCCCCC;2.1020;5
c12c(N(c3c(S1)cccc3)CCCN1CCN(CC1)C)cccc2;1.5040;5
O=C1c2c(C(=O)O1)cccc2;2.7730;5
C(=O)(c1c(cccc1)C(=O)c1ccccc1)O;5.7640;5
c1c(c(ccc1)C(=O)OCC(=O)OCCCC)C(=O)OCCCC;1.8170;5
N(C(=O)c1c(C(=O)O)cccc1)c1cc(C)ccc1;2.2920;5
O=C(N(c1ccccc1)CC)N(c1ccccc1)CC;1.7310;5
O=[N+]([O-])c1ccccc1c1ccccc1;0.6850;5
n1cnc2c(c1O)ncn2[C@H]1C(C([C@H](O1)COP(=O)(OP(=O)(O)O)O)O)O;1.6070;5
s1cccc1CN(c1ccccc1)C1CCN(CC1)C;1.6440;5
c1(c2ccccc2)c(cccc1)OC;3.0440;5
N#CC(c1ccccc1)c1ccccc1;2.1670;5
c1(C2C(=O)N(C(=O)N2)CC)ccccc1;1.7850;5
O=c1c2c(cccc2)nnn1CSP(=S)(OC)OC;2.9010;5
c1ccc2c(c1)c(NN)nnc2;2.5290;5
NC(=O)Cc1c2c(ccc1)cccc2;2.5700;5
OC(=O)Cc1c2c(ccc1)cccc2;1.9740;5
NC(=S)Nc1c2c(ccc1)cccc2;1.8550;5
O=C1CC(=NN1c1ccc(cc1)C)C;1.2030;5
c12c(ccc(c1)N)c(cc(c2)S(=O)(=O)O)O;1.5400;5
C(=O)(Nc1ccc(cc1)Br)c1cc(Br)cc(c1O)Br;2.2370;5
O=C(Nc1ccc(cc1)Br)c1c(O)ccc(c1)Br;2.5180;5
C(=O)(C(=COCC)C(=O)OCC)OCC;3.2830;5
O1CC(C2C1C(CO2)ON(=O)=O)ON(=O)=O;2.4650;5
Cl/C(=C(/C=O)\Cl)/C(=O)O;3.0710;5
Nc1c(c(ccc1)Cl)C;1.5760;5
ClC(=C(Cl)Cl)C(=C(Cl)Cl)Cl;1.9630;5
Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl;3.3140;5
n1(c(=O)n(c(=O)n(c1=O)Cl)Cl)Cl;1.8900;5
c1(c(cc(cc1C(C)(C)C)COC)C(C)(C)C)O;1.6490;5
C([C@@H]([C@H]([C@@H](CO)O)O)O)O;2.2920;5
c1(O)cc(c(c(c1)C)Cl)C;1.4730;5
Nc1c(cc(cc1C)C)C;1.6830;5
Oc1c(cc(cc1Cl)Cl)Cl;1.5960;5
C1CCC(=O)N1C=C;1.7730;5
